ARTIST	TITLE	ACOUSTIC	DANCE	DURATION	ENERGY	INSTRUMENTAL	LIVE	LOUD	SPEECH	TEMPO	VALENCE	RATING
Depeche Mode	Walking in My Shoes	0.111	0.5379999999999999	326107.0	0.711	5.7999999999999995e-06	0.23600000000000002	9.748	0.0287	93.071	0.501	GOOD
Depeche Mode	I Feel You	0.02	0.44	275413.0	0.905	0.0203	0.45	8.152000000000001	0.0892	122.96	0.154	GOOD
Depeche Mode	Precious	0.0973	0.568	250160.0	0.883	0.0449	0.10400000000000001	4.575	0.0271	104.98700000000001	0.861	GOOD
Depeche Mode	Master and Servant	0.16699999999999998	0.573	226293.0	0.996	0.000386	0.0715	4.412	0.0545	127.666	0.555	GOOD
Depeche Mode	New Life	0.12	0.659	224173.0	0.873	0.297	0.0771	7.975	0.0426	158.122	0.711	GOOD
Depeche Mode	Never Let Me Down Again	0.297	0.584	287840.0	0.898	0.0299	0.7	6.485	0.0359	106.074	0.5760000000000001	GOOD
Depeche Mode	Personal Jesus (Boys Noize Rework)	0.0226	0.5660000000000001	415467.0	0.909	0.0421	0.319	6.517	0.284	130.07399999999998	0.45399999999999996	GOOD
Depeche Mode	Never Let Me Down Again - Digitalism Remix	0.00176	0.5589999999999999	280360.0	0.574	0.43200000000000005	0.247	7.46	0.48700000000000004	128.189	0.469	GOOD
Depeche Mode	Everything Counts - Oliver Huntemann & Stephan Bodzin Dub	0.000221	0.774	415560.0	0.603	0.763	0.0951	5.53	0.0716	125.00399999999999	0.131	GOOD
Depeche Mode	People Are People - Underground Resistance Assault DJ 3000 Remix	0.0034200000000000003	0.76	444427.0	0.848	0.0635	0.126	9.821	0.0729	131.00799999999998	0.326	GOOD
Depeche Mode	Personal Jesus (Heartthrob Rework 2)	0.0349	0.7959999999999999	315507.0	0.838	0.9079999999999999	0.11800000000000001	5.88	0.083	127.025	0.0837	GOOD
Eurythmics	Love Is a Stranger	0.00761	0.7809999999999999	224773.0	0.647	0.0	0.132	8.216000000000001	0.0264	121.93	0.551	GOOD
Eurythmics	Sweet Dreams (Are Made of This)	0.22699999999999998	0.6920000000000001	216933.0	0.711	0.0	0.12	7.497999999999999	0.0317	125.135	0.875	GOOD
Eurythmics	Who's That Girl?	0.0884	0.7709999999999999	225267.0	0.465	0.0	0.0716	10.174	0.0431	119.54700000000001	0.348	GOOD
Eurythmics	Right By Your Side	0.0388	0.5670000000000001	244947.0	0.7490000000000001	5.3500000000000006e-05	0.193	8.321	0.0409	168.59900000000002	0.8959999999999999	GOOD
Eurythmics	Here Comes the Rain Again	0.0141	0.648	294587.0	0.755	0.00024900000000000004	0.225	7.901	0.03	126.34100000000001	0.607	GOOD
Eurythmics	There Must Be an Angel (Playing With My Heart)	0.267	0.583	281040.0	0.7759999999999999	0.0	0.11199999999999999	5.495	0.0358	112.12899999999999	0.608	GOOD
Eurythmics	Sisters Are Doin' It for Themselves (Than Never to Have Loved)	0.0276	0.6709999999999999	291533.0	0.769	0.0	0.217	11.57	0.0326	136.776	0.963	GOOD
Eurythmics	It's Alright (Baby's Coming Back)	0.42200000000000004	0.622	226573.0	0.731	0.0	0.0767	6.472	0.0489	93.061	0.5	GOOD
Eurythmics	When Tomorrow Comes	0.0727	0.42100000000000004	268720.0	0.98	0.0	0.45899999999999996	2.201	0.0888	139.362	0.509	GOOD
Eurythmics	You Have Placed a Chill In My Heart	0.10800000000000001	0.598	233133.0	0.981	0.0205	0.0697	4.879	0.0484	103.35	0.742	GOOD
Eurythmics	Miracle of Love	0.313	0.528	275000.0	0.473	1.31e-06	0.359	12.532	0.0264	106.405	0.295	GOOD
Eurythmics	Sexcrime (Nineteen Eighty-Four)	0.0303	0.6729999999999999	233307.0	0.701	3.61e-06	0.163	12.632	0.0491	119.09	0.5579999999999999	GOOD
Eurythmics	Thorn In My Side	0.0421	0.6629999999999999	253400.0	0.903	1.4400000000000001e-05	0.131	2.529	0.0294	122.206	0.774	GOOD
Eurythmics	Don't Ask Me Why	0.16399999999999998	0.684	262800.0	0.784	5.7999999999999994e-05	0.18600000000000003	5.365	0.0271	119.04	0.775	GOOD
Eurythmics	Angel	0.267	0.583	281040.0	0.7759999999999999	0.0	0.11199999999999999	5.495	0.0358	112.12899999999999	0.608	GOOD
Eurythmics	Would I Lie to You?	0.0378	0.613	268240.0	0.912	3.65e-05	0.52	4.638999999999999	0.0328	131.96200000000002	0.732	GOOD
